Year,College,MajorName,Total,Male,Female,Unknown
1980,Fine and Applied Arts,Music History,4,1,3,0
1980,Engineering,Nuclear Engineering,187,178,9,0
1980,ACES,Nutritional Sciences,30,11,19,0
1980,ACES,ORN HORT,122,53,69,0
1980,Applied Health Sciences,OUTDR REC,41,17,24,1
1980,Fine and Applied Arts,PERFORM ST,24,18,6,0
1980,ACES,PLANT PATH,34,28,6,0
1980,LAS,PRE-JOURN,57,24,33,0
1980,LAS,PRE-MED,28,18,10,0
1980,Applied Health Sciences,PROG MANAG,97,32,65,0
1980,Applied Health Sciences,PROG SPEC,8,2,6,0
1980,LAS,PUB ADMIN,19,12,7,0
1980,LAS,Philosophy,33,28,5,1
1980,ACES,Physics,362,336,26,3
1980,LAS,Plant Biology,31,18,13,0
1980,LAS,Political Science,46,29,17,1
1980,Aviation,Professional Pilot,14,10,4,0
1980,LAS,Psychology,160,86,74,1
1980,ACES,REST MGMT,53,30,23,0
1980,Applied Health Sciences,SCH HEALTH,18,2,16,0
1980,Applied Health Sciences,SOC SCI SP,13,8,5,0
1980,ACES,Secondary Education,16,8,8,0
1980,LAS,Slavic Languages & Literature,13,6,7,0
1980,Social Work,Social Work,315,69,246,1
1980,LAS,Sociology,46,28,18,3
1980,ACES,Spanish,46,18,28,1
1980,Education,Special Education,105,18,87,3
1980,ACES,Speech & Hearing Science,158,13,145,0
1980,LAS,Speech Communication,49,27,22,0
1980,ACES,Statistics,11,6,5,0
1980,LAS,TCH BIOL,17,6,11,0
1980,Fine and Applied Arts,TCH DANCE,8,0,8,0
1980,LAS,TCH ENGL,67,11,56,0
1980,Education,TCH GEN SCIENCE,2,0,2,0
1980,Applied Health Sciences,TCH KINES,8,3,5,0
1980,Education,TCH LIFE SCI,9,5,4,0
1980,Education,TCH PHYS SCI,2,1,1,0
1980,LAS,TCH SOC ST,42,20,22,0
1980,LAS,TCH SPEECH,9,5,4,0
1980,Education,TECH ED SP,50,33,17,0
1980,ACES,TEXT-APPRL,9,0,9,0
1980,Applied Health Sciences,THER REC,86,6,80,0
1980,ACES,Teaching of Biological Science,1,1,0,0
1980,ACES,Teaching of Chemistry,7,3,4,0
1980,ACES,Teaching of English Sec Lang,75,15,60,0
1980,ACES,Teaching of French,15,1,14,0
1980,ACES,Teaching of German,9,2,7,0
1980,ACES,Teaching of Latin,2,0,2,0
1980,ACES,Teaching of Mathematics,28,10,18,0
1980,Business,Teaching of Spanish,30,2,28,0
1980,Fine and Applied Arts,Theatre,151,73,78,1
1980,Engineering,Theoretical & Applied Mechans,50,46,4,0
1980,Business,UNASSIGNED,611,341,270,0
1980,LAS,UNCLASS,279,104,175,4
1980,Fine and Applied Arts,Urban Planning,92,49,43,1
1980,VetMed,VMS - Veterinary Biosciences,22,11,11,0
1980,VetMed,VMS - Veterinary Pathobiology,21,12,9,0
1980,VetMed,VMS-Veterinary Clinical Medcne,11,8,3,0
1980,ACES,VOC H E ED,36,0,36,0
1980,VetMed,Veterinary Medical Science,28,20,8,0
1980,VetMed,Veterinary Medicine,355,210,145,1
1980,ACES,Wood Sciences,5,5,0,0
1980,LAS,Zoology,3,1,2,0
1981,Business,Accountancy,1605,925,680,3
1981,Media,Advertising,234,69,165,0
1981,Engineering,Aero & Astro Engineering,435,405,30,1
1981,ACES,Agr & Environmental Cmc & Educ,5,4,1,0
1981,ACES,Agricultural & Applied Econ,349,289,60,2
1981,ACES,Agricultural Communications,72,21,51,0
1981,ACES,Agricultural Education,20,17,3,0
1981,Engineering,Agricultural Engineering,190,171,19,0
1981,ACES,Agricultural Sciences,75,52,23,0
1981,ACES,Agronomy,201,156,45,0
1981,Aviation,Air Systems,143,134,9,2
1981,ACES,Animal Sciences,498,252,246,2
1981,LAS,Anthropology,64,32,32,2
1981,ACES,Application Design,7,0,7,0
1981,Fine and Applied Arts,Architectural Studies,597,434,163,0
1981,Fine and Applied Arts,Architecture,213,176,37,2
1981,Fine and Applied Arts,Art Education,68,7,61,1
1981,Fine and Applied Arts,Art History,76,21,55,1
1981,Fine and Applied Arts,Art and Design,415,156,259,1
1981,LAS,Asian Studies,18,10,8,0
1981,LAS,Astronomy,15,13,2,0
1981,LAS,Atmospheric Sciences,22,17,5,0
1981,Aviation,Avionics,10,10,0,0
1981,Education,BUS EDUC,25,3,22,0
1981,LAS,Biochemistry,84,59,25,4
1981,LAS,Biology,191,102,89,2
1981,LAS,Biophysics & Computnl Biology,25,19,6,0
1981,Media,Broadcast Journalism,38,17,21,0
1981,Business,Business Administration,1287,736,551,2
1981,Engineering,CER ENGR,135,106,29,0
1981,Engineering,CERAMICS,3,2,1,0
1981,ACES,CORE CURR,155,112,43,2
1981,LAS,Chemical Engineering,567,444,123,2
1981,LAS,Chemical Physics,7,5,2,0
1981,LAS,Chemistry,537,409,128,3
1981,Engineering,Civil Engineering,811,701,110,2
1981,LAS,Classical Philology,11,9,2,0
1981,LAS,Classics,8,5,3,1
1981,Media,Communication,38,15,23,0
1981,Applied Life Sciences,Community Health,39,15,24,2
1981,LAS,Comparative Literature,44,20,24,1
1981,Engineering,Computer Engineering,323,275,48,0
1981,Engineering,Computer Science,829,623,206,4
1981,Fine and Applied Arts,Crafts,19,7,12,0
1981,ACES,DAIRY SCI,67,46,21,0
1981,ACES,DIETETICS,34,1,33,0
1981,Fine and Applied Arts,Dance,41,5,36,0
1981,Education,ED POL ST,63,35,28,0
1981,Education,ED SEC&CON,110,40,70,7
1981,Education,EDUC ELEMENTARY,141,23,118,15
1981,Education,EDUC GEN,113,21,92,0
1981,Education,EDUC IDISC,7,4,3,1
1981,Engineering,ENGR MECH,47,36,11,0
1981,Engineering,ENGR PHYS,98,91,7,0
1981,Engineering,ENV ENGR,29,26,3,0
1981,Engineering,ENV SCI,12,9,3,0
1981,ACES,EXT EDUC,14,5,9,3
1981,Education,Early Childhood Education,57,0,57,0
1981,Business,Economics,183,137,46,0
1981,Education,Ed Organization and Leadership,129,57,72,5
1981,Education,Educ Voc Tech,115,54,61,7
1981,Education,Educational Psychology,148,69,79,2
1981,Engineering,Electrical Engineering,1561,1402,159,2
1981,Education,Elementary Education,432,27,405,0
1981,LAS,English,101,51,50,2
1981,LAS,Entomology,28,21,7,1
1981,ACES,FAM&CON EC,13,0,13,0
1981,Business,Finance,508,339,169,2
1981,ACES,Food Science & Human Nutrition,204,77,127,2
1981,ACES,Forestry,119,91,28,0
1981,LAS,French,33,6,27,0
1981,ACES,GEN AGR,47,37,10,0
1981,ACES,GEN AGRIC,1,1,0,0
1981,LAS,GEN CURR,2461,1103,1358,5
1981,Engineering,GEN ENGR,586,446,140,1
1981,ACES,GEN H ECON,7,0,7,0
1981,LAS,Genetics,5,2,3,0
1981,LAS,Geography,43,30,13,1
1981,LAS,Geology,114,76,38,0
1981,LAS,German,22,11,11,3
1981,Fine and Applied Arts,Graphic Design,165,37,128,0
1981,ACES,H DVL-FAM,40,1,39,0
1981,Applied Health Sciences,HEALTH&SAF,12,6,6,0
1981,Applied Health Sciences,HLTH EDUC,80,16,64,1
1981,ACES,HOME ECON,151,0,151,0
1981,ACES,HOME MGMT,1,0,1,0
1981,LAS,HR&FS,51,1,50,0
1981,ACES,HR&FS A&ID,3,0,3,0
1981,ACES,HR&FS GEN,8,0,8,1
1981,ACES,HU DEV&FAM,13,0,13,0
1981,LAS,History,84,60,24,3
1981,ACES,Horticulture,59,33,26,1
1981,ACES,INST MGMT,8,1,7,0
1981,ACES,INT DSGN,168,9,159,0
1981,ACES,Industrial Agriculture,73,57,16,0
1981,Fine and Applied Arts,Industrial Design,83,48,35,1
1981,Engineering,Industrial Engineering,188,135,53,0
1981,LAS,Italian,5,2,3,1
1981,Media,Journalism,45,23,22,1
1981,Applied Health Sciences,Kinesiology,284,144,140,5
1981,Labor and Industrial Relations,LAB&IN REL,64,40,24,2
1981,LAS,LAS TCH MATH,1,0,1,0
1981,Fine and Applied Arts,Landscape Architecture,159,97,62,1
1981,Law,Law,645,451,194,23
1981,Applied Health Sciences,Leisure Studies,48,26,22,0
1981,iSchool,Library & Information Science,148,34,114,3
1981,LAS,Linguistics,73,41,32,2
1981,Business,MARKETING,186,85,101,0
1981,Engineering,METAL ENGR,196,162,34,1
1981,ACES,MKT TEXT&A,98,2,96,0
1981,Applied Health Sciences,MOTOR DEV,33,7,26,0
1981,Applied Health Sciences,MOTOR P&SP,25,8,17,0
1981,Fine and Applied Arts,MUS-VOICE,40,11,29,0
1981,Fine and Applied Arts,MUSIC-COMP,18,13,5,0
1981,Fine and Applied Arts,MUSIC-INST,105,50,55,0
1981,LAS,Mathematics,151,123,28,2
1981,ACES,Mechanical Agriculture,49,49,0,0
1981,Engineering,Mechanical Engineering,1021,939,82,3
1981,LAS,Microbiology,61,33,28,0
1981,LAS,Molecular & Integrative Physi,60,41,19,1
1981,Fine and Applied Arts,Music,241,142,99,4
1981,Fine and Applied Arts,Music Education,305,134,171,6
1981,Fine and Applied Arts,Music History,6,2,4,0
1981,Media,News-Editorial,122,45,77,0
1981,Engineering,Nuclear Engineering,197,184,13,1
1981,ACES,Nutritional Sciences,43,14,29,0
1981,ACES,ORN HORT,105,61,44,2
1981,Applied Health Sciences,OUTDR REC,37,15,22,0
1981,Fine and Applied Arts,PERFORM ST,21,11,10,0
1981,ACES,PLANT PATH,40,30,10,1
1981,LAS,PRE-JOURN,82,27,55,1
1981,LAS,PRE-MED,22,13,9,0
1981,Applied Health Sciences,PROG MANAG,102,39,63,0
1981,LAS,PUB ADMIN,12,8,4,1
1981,LAS,Philosophy,29,24,5,1
1981,ACES,Physics,356,325,31,3
1981,LAS,Plant Biology,26,15,11,0
1981,LAS,Political Science,42,28,14,1
1981,Aviation,Professional Pilot,12,9,3,0
1981,LAS,Psychology,161,83,78,4
1981,ACES,REST MGMT,52,33,19,0
1981,Applied Health Sciences,SCH HEALTH,15,4,11,0
1981,Applied Health Sciences,SOC SCI SP,5,3,2,0
1981,LAS,SOCIAL SCI,2,1,1,0
1981,ACES,Secondary Education,20,8,12,0
1981,LAS,Slavic Languages & Literature,14,4,10,0
1981,Social Work,Social Work,316,57,259,8
1981,LAS,Sociology,41,23,18,3
1981,ACES,Spanish,49,16,33,0
1981,Education,Special Education,128,18,110,6
1981,ACES,Speech & Hearing Science,139,11,128,1
1981,LAS,Speech Communication,60,31,29,1
1981,ACES,Statistics,10,7,3,0
1981,LAS,TCH BIOL,17,8,9,0
1981,Engineering,TCH CS,3,0,3,0
1981,Fine and Applied Arts,TCH DANCE,7,0,7,0
1981,LAS,TCH ENGL,60,9,51,1
1981,Education,TCH GEN SCIENCE,3,2,1,0
1981,Applied Health Sciences,TCH KINES,10,4,6,2
1981,Education,TCH LIFE SCI,9,3,6,0
1981,Education,TCH PHYS SCI,2,1,1,0
1981,LAS,TCH SOC ST,39,25,14,0
1981,LAS,TCH SPEECH,10,3,7,0
1981,Education,TECH ED SP,67,46,21,2
1981,ACES,TEXT-APPRL,11,0,11,0
1981,Applied Health Sciences,THER REC,78,7,71,0
1981,ACES,Teaching of Chemistry,9,5,4,0
1981,ACES,Teaching of English Sec Lang,76,14,62,2
1981,ACES,Teaching of French,12,1,11,0
1981,ACES,Teaching of German,7,1,6,0
1981,ACES,Teaching of Latin,2,1,1,0
1981,ACES,Teaching of Mathematics,20,6,14,0
1981,ACES,Teaching of Physics,1,0,1,0
1981,Business,Teaching of Spanish,28,3,25,0
1981,Fine and Applied Arts,Theatre,155,78,77,1
1981,Engineering,Theoretical & Applied Mechans,50,45,5,0
1981,Business,UNASSIGNED,669,344,325,1
1981,LAS,UNCLASS,286,98,188,5
1981,Fine and Applied Arts,Urban Planning,109,57,52,1
1981,VetMed,VMS - Veterinary Biosciences,28,19,9,0
1981,VetMed,VMS - Veterinary Pathobiology,29,19,10,0
1981,VetMed,VMS-Veterinary Clinical Medcne,15,9,6,0
1981,ACES,VOC H E ED,27,0,27,0
1981,VetMed,Veterinary Medical Science,17,11,6,0
1981,VetMed,Veterinary Medicine,350,199,151,4
1981,ACES,Wood Sciences,5,5,0,0
1982,Business,Accountancy,1554,862,692,3
1982,Media,Advertising,248,78,170,0
1982,Engineering,Aero & Astro Engineering,481,443,38,1
1982,ACES,Agr & Environmental Cmc & Educ,4,4,0,0
1982,ACES,Agricultural & Applied Econ,386,322,64,3
1982,ACES,Agricultural Communications,86,30,56,0
1982,ACES,Agricultural Education,25,20,5,0
1982,Engineering,Agricultural Engineering,206,190,16,0
1982,ACES,Agricultural Sciences,68,50,18,0
1982,ACES,Agronomy,179,132,47,1
1982,Aviation,Air Systems,135,126,9,1
1982,ACES,Animal Sciences,508,261,247,1
1982,LAS,Anthropology,70,34,36,2
1982,ACES,Application Design,12,0,12,0
1982,Fine and Applied Arts,Architectural Studies,583,412,171,0
1982,Fine and Applied Arts,Architecture,235,197,38,4
1982,Fine and Applied Arts,Art Education,72,13,59,1
1982,Fine and Applied Arts,Art History,63,16,47,1
1982,Fine and Applied Arts,Art and Design,360,150,210,3
1982,LAS,Asian Studies,27,8,19,2
1982,LAS,Astronomy,15,14,1,0
1982,LAS,Atmospheric Sciences,23,17,6,0
1982,Aviation,Avionics,9,9,0,0
1982,Education,BUS EDUC,31,5,26,0
1982,LAS,Biochemistry,82,54,28,3
1982,LAS,Biology,205,101,104,8
1982,LAS,Biophysics & Computnl Biology,26,20,6,0
1982,Media,Broadcast Journalism,39,18,21,0
1982,Business,Business Administration,1147,641,506,9
1982,Engineering,CER ENGR,117,87,30,0
1982,Engineering,CERAMICS,1,0,1,0
1982,ACES,CONSM ECON,2,1,1,0
1982,ACES,CORE CURR,115,76,39,1
1982,LAS,Chemical Engineering,551,419,132,0
1982,LAS,Chemical Physics,6,4,2,0
1982,LAS,Chemistry,550,415,135,3
1982,Engineering,Civil Engineering,672,568,104,2
1982,LAS,Classical Philology,11,9,2,0
1982,LAS,Classics,6,4,2,0
1982,Media,Communication,41,18,23,0
1982,Applied Life Sciences,Community Health,40,10,30,3
1982,LAS,Comparative Literature,43,19,24,0
1982,Engineering,Computer Engineering,357,301,56,0
1982,Engineering,Computer Science,966,721,245,6
1982,Fine and Applied Arts,Crafts,25,5,20,0
1982,ACES,DAIRY SCI,67,44,23,0
1982,ACES,DIETETICS,46,0,46,0
1982,Fine and Applied Arts,Dance,47,2,45,0
1982,Education,ED POL ST,66,33,33,1
1982,Education,ED SEC&CON,117,44,73,10
1982,Education,EDUC ELEMENTARY,145,16,129,24
1982,Education,EDUC GEN,135,27,108,0
1982,Education,EDUC IDISC,8,5,3,1
1982,Engineering,ENGR MECH,42,35,7,0
1982,Engineering,ENGR PHYS,88,79,9,1
1982,Engineering,ENV ENGR,30,25,5,1
1982,Engineering,ENV SCI,15,11,4,0
1982,ACES,EXT EDUC,12,2,10,3
1982,Education,Early Childhood Education,38,0,38,0
1982,Business,Economics,181,142,39,1
1982,Education,Ed Organization and Leadership,130,55,75,11
1982,Education,Educ Voc Tech,113,55,58,6
1982,Education,Educational Psychology,172,69,103,20
1982,Engineering,Electrical Engineering,1512,1353,159,2
1982,Education,Elementary Education,382,21,361,0
1982,LAS,English,110,50,60,5
1982,LAS,Entomology,33,26,7,2
1982,ACES,FAM&CON EC,9,0,9,0
1982,Business,Finance,557,348,209,0
1982,ACES,Food Science & Human Nutrition,206,72,134,3
1982,ACES,Forestry,100,76,24,1
1982,LAS,French,33,10,23,1
1982,ACES,GEN AGR,44,33,11,0
1982,LAS,GEN CURR,2182,960,1222,5
1982,Engineering,GEN ENGR,552,400,152,1
1982,ACES,GEN H ECON,15,0,15,0
1982,LAS,Genetics,5,2,3,0
1982,LAS,Geography,36,28,8,0
1982,LAS,Geology,114,80,34,0
1982,LAS,German,20,12,8,3
1982,Fine and Applied Arts,Graphic Design,184,43,141,0
1982,ACES,H DVL-FAM,70,5,65,0
1982,Applied Health Sciences,HEALTH&SAF,14,9,5,0
1982,Applied Health Sciences,HLTH EDUC,72,8,64,1
1982,Applied Health Sciences,HLTH PL AD,14,3,11,0
1982,ACES,HOME ECON,41,0,41,1
1982,ACES,HOME MGMT,9,0,9,0
1982,LAS,HR&FS,47,0,47,0
1982,ACES,HR&FS A&ID,7,0,7,0
1982,ACES,HR&FS GEN,9,0,9,1
1982,ACES,HU DEV&FAM,18,4,14,1
1982,LAS,History,71,47,24,1
1982,ACES,Horticulture,63,34,29,0
1982,ACES,INST MGMT,8,0,8,0
1982,ACES,INT DSGN,172,10,162,0
1982,ACES,Industrial Agriculture,56,43,13,0
1982,Fine and Applied Arts,Industrial Design,95,45,50,0
1982,Engineering,Industrial Engineering,180,124,56,1
1982,LAS,Italian,5,2,3,0
1982,Media,Journalism,37,16,21,2
1982,Applied Health Sciences,Kinesiology,253,120,133,4
1982,Labor and Industrial Relations,LAB&IN REL,74,43,31,1
1982,Fine and Applied Arts,Landscape Architecture,146,90,56,1
1982,Law,Law,658,450,208,1
1982,Applied Health Sciences,Leisure Studies,48,23,25,2
1982,iSchool,Library & Information Science,155,38,117,10
1982,LAS,Linguistics,74,33,41,2
1982,Business,MARKETING,223,102,121,0
1982,Engineering,METAL ENGR,175,142,33,1
1982,ACES,MKT TEXT&A,125,1,124,0
1982,Applied Health Sciences,MOTOR DEV,23,2,21,0
1982,Applied Health Sciences,MOTOR P&SP,18,9,9,0
1982,Fine and Applied Arts,MUS-VOICE,48,15,33,0
1982,Fine and Applied Arts,MUSIC-COMP,13,10,3,0
1982,Fine and Applied Arts,MUSIC-INST,106,53,53,0
1982,Fine and Applied Arts,MUSIC-OPEN,1,1,0,0
1982,LAS,Mathematics,159,124,35,0
1982,ACES,Mechanical Agriculture,37,37,0,0
1982,Engineering,Mechanical Engineering,954,868,86,3
1982,LAS,Microbiology,73,40,33,2
1982,LAS,Molecular & Integrative Physi,56,40,16,0
1982,Fine and Applied Arts,Music,218,110,108,8
1982,Fine and Applied Arts,Music Education,294,130,164,7
1982,Fine and Applied Arts,Music History,5,2,3,0
1982,Media,News-Editorial,125,54,71,0
1982,Engineering,Nuclear Engineering,186,171,15,3
1982,ACES,Nutritional Sciences,40,14,26,0
1982,ACES,ORN HORT,92,42,50,0
1982,Applied Health Sciences,OUTDR REC,49,20,29,0
1982,Fine and Applied Arts,PERFORM ST,26,17,9,0
1982,ACES,PLANT PATH,41,29,12,1
1982,LAS,PRE-JOURN,150,47,103,1
1982,LAS,PRE-MED,69,31,38,0
1982,Applied Health Sciences,PROG MANAG,104,39,65,2
1982,LAS,PUB ADMIN,13,9,4,0
1982,LAS,Philosophy,33,29,4,2
1982,ACES,Physics,365,337,28,2
1982,LAS,Plant Biology,30,15,15,1
1982,LAS,Political Science,40,30,10,0
1982,Aviation,Professional Pilot,9,7,2,0
1982,LAS,Psychology,184,96,88,8
1982,ACES,REST MGMT,56,32,24,0
1982,Applied Health Sciences,SCH HEALTH,14,5,9,0
1982,Applied Health Sciences,SOC SCI SP,8,3,5,1
1982,LAS,SOCIAL SCI,3,1,2,0
1982,ACES,Secondary Education,21,9,12,0
1982,LAS,Slavic Languages & Literature,20,5,15,0
1982,Social Work,Social Work,293,64,229,25
1982,LAS,Sociology,44,24,20,3
1982,ACES,Spanish,46,15,31,1
1982,Education,Special Education,106,15,91,8
1982,ACES,Speech & Hearing Science,140,11,129,0
1982,LAS,Speech Communication,62,33,29,0
1982,ACES,Statistics,15,13,2,0
1982,LAS,TCH BIOL,10,3,7,0
1982,Engineering,TCH CS,9,5,4,0
1982,Fine and Applied Arts,TCH DANCE,2,0,2,0
1982,LAS,TCH ENGL,61,15,46,0
1982,Education,TCH GEN SCIENCE,6,3,3,0
1982,Applied Health Sciences,TCH KINES,7,4,3,0
1982,Education,TCH LIFE SCI,6,2,4,0
1982,Education,TCH PHYS SCI,4,2,2,0
1982,LAS,TCH SOC ST,31,18,13,0
1982,LAS,TCH SPEECH,9,2,7,0
1982,Education,TECH ED SP,62,39,23,1
1982,ACES,TEXT-APPRL,12,0,12,0
1982,Applied Health Sciences,THER REC,88,6,82,0
1982,ACES,Teaching of Biological Science,1,1,0,0
1982,ACES,Teaching of Chemistry,5,2,3,0
1982,ACES,Teaching of English Sec Lang,77,18,59,3
1982,ACES,Teaching of French,12,1,11,0
1982,ACES,Teaching of German,3,3,0,0
1982,ACES,Teaching of Latin,5,3,2,0
1982,ACES,Teaching of Mathematics,26,8,18,0
1982,ACES,Teaching of Physics,1,0,1,0
1982,Business,Teaching of Spanish,28,2,26,0
1982,Fine and Applied Arts,Theatre,160,87,73,0
1982,Engineering,Theoretical & Applied Mechans,52,48,4,0
1982,Education,UG NON-DEG,18,0,18,0
1982,Business,UNASSIGNED,731,355,376,1
1982,LAS,UNCLASS,239,100,139,6
1982,Fine and Applied Arts,Urban Planning,134,76,58,3
1982,VetMed,VMS - Veterinary Biosciences,34,24,10,1
1982,VetMed,VMS - Veterinary Pathobiology,37,23,14,0
1982,VetMed,VMS-Veterinary Clinical Medcne,13,8,5,0
1982,ACES,VOC H E ED,26,0,26,0
1982,VetMed,Veterinary Medical Science,7,6,1,0
1982,VetMed,Veterinary Medicine,343,189,154,4
1982,ACES,Wood Sciences,1,1,0,0
1983,Business,Accountancy,1529,791,738,4
1983,Media,Advertising,253,79,174,0
1983,Engineering,Aero & Astro Engineering,473,428,45,1
1983,ACES,Agr & Environmental Cmc & Educ,5,5,0,1
1983,ACES,Agricultural & Applied Econ,429,356,73,5
1983,ACES,Agricultural Communications,85,27,58,0
1983,ACES,Agricultural Education,26,23,3,0
1983,Engineering,Agricultural Engineering,193,181,12,0
1983,ACES,Agricultural Sciences,77,50,27,1
1983,ACES,Agronomy,168,128,40,0
1983,Aviation,Air Systems,115,102,13,0
1983,ACES,Animal Sciences,474,218,256,1
1983,LAS,Anthropology,57,36,21,3
1983,ACES,Application Design,18,0,18,1
1983,Fine and Applied Arts,Architectural Studies,558,395,163,1
1983,Fine and Applied Arts,Architecture,216,177,39,4
1983,Fine and Applied Arts,Art Education,74,17,57,1
1983,Fine and Applied Arts,Art History,87,21,66,0
